event,logicNeg,cueNeg,pragNeg
PersonX not does PersonY any favours,"[""PersonX does not not do PersonY any favours""]",[],"[""PersonX does PersonY some favours"", ""PersonX brow-noses PersonY""]"
PersonX spends a lot of money,"[""PersonX does not spend a lot of money""]","[""PersonX opposes spending a lot of money""]","[""PersonX saves their money."", ""PersonX is very frugal.""]"
PersonX puts PersonY down,"[""PersonX does not put PersonY down""]","[""PersonX rarely puts PersonY down""]","[""PersonX cheers up PersonY"", ""PersonX invigorates PersonY.""]"
PersonX pumps PersonX's gas,"[""PersonX does not pump PersonX's gas""]",[],"[""PersonX hits the brake abruptly."", ""PersonX inhales PersonX's gas""]"
PersonX tells ___ about PersonX's day,[],[],[]
PersonX makes a date,"[""PersonX does not make a date""]",[],"[""PersonX cancels a date""]"
PersonX meets the company's ___,[],[],[]
PersonX feels a ___ better,[],[],[]
PersonX holds ___ in place,[],[],[]
PersonX posts it online,"[""PersonX does not post it online""]",[],"[""PersonX takes it down from online""]"
PersonX is an old man,"[""PersonX is not an old man""]","[""PersonX is not by any means an old man"", ""PersonX is by no means an old man"", ""PersonX is not at all an old man""]","[""PersonX is a young woman"", ""PersonX is a child.""]"
PersonX loses PersonY's dog,"[""PersonX does not lose PersonY's dog""]",[],"[""PersonX finds PersonY's dog"", ""PersonX returns PersonY's lost dog.""]"
PersonX comes to PersonY house,"[""PersonX does not come to PersonY house""]",[],"[""PersonY comes to PersonX's house"", ""PersonX leaves PersonY's house""]"
PersonX laughs at PersonY,"[""PersonX does not laugh at PersonY"", ""PersonX doesn't find PersonY funny.""]","[""PersonX barely ever laughs at PersonY""]","[""PersonY laughs at PersonX""]"
PersonX calls PersonY this morning,"[""PersonX does not call PersonY this morning""]",[],"[""Person X called person Y yesterday"", ""personx calls persony in the middle of the night""]"
PersonX looks in PersonX's cupboard,"[""PersonX does not look in PersonX's cupboard""]",[],"[""PersonX looks in PersonX's nightstand"", ""PersonX is oblivious to the cupboard's contents.""]"
PersonX meets some friends,"[""PersonX does not meet some friends""]",[],"[""PersonX meets some co workers""]"
PersonX is a waste of money,"[""PersonX is not a waste of money""]",[],"[""PersonX is really frugal"", ""PersonX is priceless.""]"
PersonX practices together,"[""PersonX does not practice together""]",[],"[""PersonX practices alone""]"
PersonX fails PersonX's classes,"[""PersonX does not fail PersonX's classes""]","[""PersonX seldomly fails PersonX's classes""]","[""PersonX aces PersonX's classes"", ""PersonX passes PersonX's classes""]"
PersonX is hard to find,"[""PersonX is not hard to find""]","[""PersonX is in no way hard to find"", ""PersonX is under no circumstances hard to find"", ""PersonX is not at all hard to find""]","[""PersonX is easy to find""]"
PersonX plays the gender card,"[""PersonX does not play the gender card""]","[""PersonX refuses to play the gender card""]","[""PersonX always needs help with something""]"
PersonX talks on the phone,"[""PersonX does not talk on the phone""]",[],"[""PersonX talks over email"", ""PersonX texts on the phone""]"
PersonX borrows the car,"[""PersonX does not borrow the car""]",[],"[""PersonX buys their own car."", ""PersonX loans out the car""]"
PersonX expresses PersonX's ___ in words,[],[],[]
PersonX turns a profit,"[""PersonX does not turn a profit""]",[],"[""PersonX loses a profit""]"
PersonX puts on PersonX's hat,"[""PersonX does not put on PersonX's hat"", ""PersonX is not wearing headgear.""]",[],"[""PersonX takes off PersonX's hat.""]"
PersonX buys PersonX's own house,"[""PersonX does not buy PersonX's own house""]",[],"[""PersonX rents PersonX's house"", ""PersonX rents an apartment.""]"
PersonX dyes PersonX's hair pink,"[""PersonX does not dye PersonX's hair pink""]",[],"[""personx paints personx's nails white""]"
PersonX hopes would lead,"[""PersonX does not hop would lead""]",[],"[""PersonX hopes would follow"", ""PersonX dreads being in charge""]"
PersonX drives to the beach,"[""PersonX does not drive to the beach""]",[],"[""PersonX stays home."", ""PersonX goes to the pool""]"
PersonX shares ___ equally,[],[],[]
PersonX expects another ___,[],[],[]
PersonX likes to travel,"[""PersonX does not like to travel""]","[""PersonX dislikes to travel""]","[""PersonX likes to spend their days at home"", ""PersonX is a homebody.""]"
PersonX gets the ___ into PersonY's hands,[],[],[]
PersonX pulls open the ___,[],[],[]
PersonX makes a deal,"[""PersonX does not make a deal"", ""PersonX won't offer a deal.""]",[],"[""PersonX makes a fortune.""]"
PersonX puts the phone away,"[""PersonX does not put the phone away""]","[""PersonX rarely puts the phone away""]","[""PersonX takes the phone out."", ""PersonX leaves the phone out.""]"
PersonX invites PersonY over,"[""PersonX does not invite PersonY over"", ""PersonX did not invite PersonY over""]",[],"[""PersonX excludes PersonY from the party""]"
PersonX lifts PersonY's leg,"[""PersonX does not lift PersonY's leg""]","[""PersonX restrains themselves from lifting PersonY's leg""]","[""PersonX weighs down PersonY's leg."", ""PersonX lifts PersonY's arm""]"
PersonX loses PersonY's temper,"[""PersonX does not lose PersonY's temper""]",[],"[""PersonX makes PersonY calm"", ""PersonX helps control PersonY's temper""]"
PersonX walks to the bathroom,"[""PersonX does not walk to the bathroom""]",[],"[""PersonX walks to the kitchen"", ""PersonX walks to the bedroom""]"
PersonX spits PersonY out,"[""PersonX does not spit PersonY out""]",[],"[""PersonX chews PersonY out"", ""PersonX swallows PersonY.""]"
PersonX leaves PersonY time,"[""PersonX does not leave PersonY time""]",[],"[""PersonX stays with PersonY"", ""PersonX tells PersonY to hurry up.""]"
PersonX replaces the tire,"[""PersonX does not replace the tire""]",[],"[""PersonX replaces the engine"", ""PersonX breaks the tire""]"
PersonX falls ill,"[""PersonX does not fall ill""]",[],"[""personx is very healthy"", ""Person gets over an illness.""]"
PersonX puts on PersonY's hat,"[""PersonX does not put on PersonY's hat""]",[],"[""PersonX puts on PersonY's coat."", ""PersonX takes off PersonY's hat.""]"
PersonX refuses to move,"[""PersonX does not refuse to move""]",[],"[""PersonX steps to he side"", ""PersonX is happy to move""]"
PersonX finds PersonX's car keys,"[""PersonX does not find PersonX's car keys""]",[],"[""PersonX loses PersonX's car keys"", ""PersonX hides PersonX's keys.""]"
PersonX finds PersonX's shoes,"[""PersonX does not find PersonX's shoes""]","[""PersonX on no condition finds PersonX's shoes"", ""PersonX barely ever finds PersonX's shoes""]","[""PersonX loses PersonX's shoes""]"
PersonX puts out feelers,"[""PersonX does not put out feelers""]",[],"[""PersonX is oblivious to everything."", ""PersonX ignores feelers""]"
PersonX thanks ___ for comments,[],[],[]
PersonX takes PersonY everywhere,"[""PersonX does not take PersonY everywhere""]",[],"[""PersonX takes PersonY nowhere""]"
PersonX understands fully the ___,[],[],[]
PersonX has anger problems,"[""PersonX does not have anger problems""]","[""PersonX lacks anger problems"", ""PersonX has a lack of anger problems"", ""PersonX has little anger problems"", ""PersonX has few anger problems"", ""PersonX has no anger problems"", ""PersonX never has anger problems""]","[""PersonX is very calm."", ""PersonX is very calm and peaceful""]"
PersonX begins crying,"[""PersonX does not begin crying"", ""PersonX does not cry.""]","[""PersonX scarcely begins crying""]","[""PersonX begins laughing""]"
PersonX sees PersonY alone,"[""PersonX does not see PersonY alone""]",[],"[""PersonX sees PersonY with friends"", ""PersonX sees PersonY at the party""]"
PersonX starts hurting,"[""PersonX does not start hurting""]",[],"[""PersonX feels as good as ever"", ""PersonX feels great""]"
PersonX asks PersonY's little brother,"[""PersonX does not ask PersonY's little brother""]","[""PersonX seldomly asks PersonY's little brother"", ""PersonX asks PersonY's little sister."", ""PersonX ignores PersonY's little brother.""]",[]
PersonX donates plasma,"[""PersonX does not donate plasma""]","[""PersonX disapproves donating plasma"", ""PersonX barely donates plasma""]","[""PersonX donates a foot"", ""PersonX donates red blood cells.""]"
PersonX gets the shot,"[""PersonX does not get the shot""]","[""PersonX not by any means gets the shot"", ""PersonX refuses the shot.""]","[""PersonX misses the shot""]"
PersonX is at the bar with friends,"[""PersonX is not at the bar with friends""]","[""PersonX is at the bar in the absence of friends"", ""PersonX is at the bar without friends"", ""PersonX is not by any means at the bar with friends"", ""PersonX is under no circumstances at the bar with friends"", ""PersonX is not at all at the bar with friends"", ""PersonX is rarely at the bar with friends""]","[""Person X stayed home alone for the night."", ""PersonX is at the bar alone.""]"
PersonX feels unhappy,"[""PersonX does not feel unhappy""]",[],"[""PersonX is ecstatic."", ""PersonX feels happy.""]"
PersonX recognizes PersonY,"[""PersonX does not recognize PersonY""]",[],"[""PersonX frowns at PersonY""]"
PersonX grabs PersonY's keys,"[""PersonX did not grab PersonY's keys""]","[""PersonX on no condition grabs PersonY's keys""]","[""PersonX throws PersonY's keys."", ""PersonX dropped PersonY's keys.""]"
PersonX thinks of a solution,"[""PersonX does not think of a solution""]","[""PersonX barely ever thinks of a solution""]","[""PersonX thinks of a problem.""]"
PersonX makes pasta,"[""PersonX does not make pasta""]",[],"[""PersonX orders takeout"", ""PersonX makes soup""]"
PersonX visits PersonX's mother's ___,[],[],[]
PersonX cuts open ___,[],[],[]
PersonX saves PersonY's ___ from PersonX's sins,[],[],[]
PersonX notifies PersonY,"[""PersonX does not notify PersonY""]","[""PersonX fails to notify PersonY""]",[]
PersonX convinces PersonY's parents,"[""PersonX does not convince PersonY's parents"", ""PersonY's parents do not believe PersonX.""]","[""PersonX is unable to convince PersonY's parents.""]",[]
PersonX assigns ___ to groups,[],[],[]
PersonX gets a second job,"[""PersonX does not get a second job""]","[""PersonX refuses to get a second job""]","[""PersonX gets fired from their job"", ""Person X is unemployed.""]"
PersonX takes PersonY's laptop,"[""PersonX does not take PersonY's laptop""]",[],"[""PersonX gives PersonY a laptop.""]"
PersonX uses PersonX's coupons,"[""PersonX does not use PersonX's coupons""]","[""PersonX avoids using PersonX's coupons"", ""PersonX opposes using PersonX's coupons"", ""PersonX pays without coupons""]","[""PersonX pays twice the retail price for a rare item""]"
PersonX covers PersonX's head,"[""PersonX does not cover PersonX's head""]","[""PersonX goes out with no head covering""]","[""PersonX reveals PersonX's head""]"
PersonX notices someone,"[""PersonX does not notice someone"", ""PersonX does not see someone.""]","[""PersonX notices nobody"", ""PersonX fails to notice someone""]",[]
PersonX distributes among PersonY,"[""PersonX does not distribute among PersonY""]",[],"[""PersonX gathers notes from PersonY.""]"
PersonX has a wonderful time on PersonX's trip,"[""PersonX does not have a wonderful time on PersonX's trip""]","[""PersonX lacks a wonderful time on PersonX's trip"", ""PersonX is deprived of a wonderful time on PersonX's trip"", ""PersonX has a lack of a wonderful time on PersonX's trip"", ""PersonX has little wonderful times on PersonX's trip"", ""PersonX has few wonderful times on PersonX's trip"", ""PersonX has no wonderful times on PersonX's trip"", ""PersonX not by any means has a wonderful time on PersonX's trip""]","[""PersonX is miserable at home instead of on vacation."", ""PersonX has an awful time on PersonX's trip.""]"
PersonX offer ___ to god,[],[],[]
PersonX finds ___ at home,[],[],[]
PersonX tells PersonY it was okay,"[""PersonX does not tell PersonY it was okay""]","[""PersonX makes no attempt to tell PersonY it was okay"", ""PersonX forbids themselves from telling PersonY it was okay""]","[""PersonX tells PersonY that it was bad."", ""PersonX tells PersonY it was bad""]"
PersonX justifies PersonX's actions,"[""PersonX does not justify PersonX's actions""]","[""PersonX stops justifying PersonX's actions"", ""PersonX by no means justifies PersonX's actions"", ""PersonX barely justifies PersonX's actions"", ""PersonX fails to have an explanation for PersonX's own actions""]","[""PersonX gives bad excuses.""]"
PersonX feels lucky,"[""PersonX does not feel lucky""]","[""PersonX feels unlucky""]","[""PersonX feels cursed"", ""PersonX feels cursed.""]"
PersonX remains friends,"[""PersonX does not remain friends""]",[],"[""PersonX is enemies."", ""PersonX breaks up a friendship.""]"
PersonX looks like someone,"[""PersonX does not look like someone"", ""PersonX doesn't resemble anyone.""]",[],"[""PersonX looks like nobody""]"
PersonX gets it right,"[""PersonX does not get it right""]","[""PersonX seldomly gets it right"", ""PersonX hardly ever gets it right""]","[""PersonX gets it wrong""]"
PersonX improves PersonY's appearance,"[""PersonX does not improve PersonY's appearance""]",[],"[""PersonX improves PersonY's grades"", ""PersonX ruins PersonY's hair.""]"
PersonX uses the ___ to describe,[],[],[]
PersonX steals it from PersonY,"[""PersonX does not steal it from PersonY""]","[""PersonX never steals it from PersonY""]","[""PersonX sleeps soundly."", ""PersonX gives it to PersonY""]"
PersonX dyes PersonY's hair blue,"[""PersonX does not dye PersonY's hair blue""]",[],"[""PersonX dyes PersonY's hair yellow"", ""PersonX helps PersonY cut their hair""]"
