neg_event,event,split,neg_cue,neg_cue_type
PersonX rarely redoes PersonY's kitchen,PersonX redoes PersonY's kitchen,trn,rarely,single_word
PersonX rarely declares war on PersonY,PersonX declares war on PersonY,trn,rarely,single_word
PersonX rarely hands it to PersonY,PersonX hands it to PersonY,trn,rarely,single_word
PersonX rarely tells jokes,PersonX tells jokes,trn,rarely,single_word
PersonX rarely scores a touchdown,PersonX scores a touchdown,trn,rarely,single_word
PersonX rarely gives PersonY some tips,PersonX gives PersonY some tips,trn,rarely,single_word
PersonX rarely gives PersonY another chance,PersonX gives PersonY another chance,trn,rarely,single_word
PersonX rarely sees the baby,PersonX sees the baby,trn,rarely,single_word
PersonX rarely changes PersonY's attitude,PersonX changes PersonY's attitude,trn,rarely,single_word
PersonX rarely blesses PersonY soul,PersonX blesses PersonY soul,trn,rarely,single_word
PersonX rarely proposes to PersonY's girlfriend,PersonX proposes to PersonY's girlfriend,trn,rarely,single_word
PersonX rarely holds out PersonY's arms,PersonX holds out PersonY's arms,trn,rarely,single_word
PersonX rarely tells PersonX's friends,PersonX tells PersonX's friends,trn,rarely,single_word
PersonX rarely busts the dust,PersonX busts the dust,trn,rarely,single_word
PersonX rarely gives PersonY a break,PersonX gives PersonY a break,trn,rarely,single_word
PersonX rarely invites PersonY's friend,PersonX invites PersonY's friend,trn,rarely,single_word
PersonX rarely wants to marry PersonY,PersonX wants to marry PersonY,trn,rarely,single_word
PersonX rarely gives PersonY's hand,PersonX gives PersonY's hand,trn,rarely,single_word
PersonX rarely takes PersonY's daughter,PersonX takes PersonY's daughter,trn,rarely,single_word
PersonX rarely pays rent,PersonX pays rent,trn,rarely,single_word
PersonX rarely plays with PersonY's friends,PersonX plays with PersonY's friends,trn,rarely,single_word
PersonX rarely meets a nice girl,PersonX meets a nice girl,trn,rarely,single_word
PersonX rarely pays PersonX's friend,PersonX pays PersonX's friend,trn,rarely,single_word
PersonX rarely takes PersonY in,PersonX takes PersonY in,trn,rarely,single_word
PersonX rarely plays ping pong,PersonX plays ping pong,trn,rarely,single_word
PersonX rarely makes PersonY decisions,PersonX makes PersonY decisions,trn,rarely,single_word
PersonX rarely asks PersonY to accompany,PersonX asks PersonY to accompany,trn,rarely,single_word
PersonX rarely lets go of PersonY,PersonX lets go of PersonY,trn,rarely,single_word
PersonX rarely asks PersonY to dance,PersonX asks PersonY to dance,trn,rarely,single_word
PersonX rarely accepts PersonY's proposal,PersonX accepts PersonY's proposal,trn,rarely,single_word
PersonX rarely goes out with PersonY,PersonX goes out with PersonY,trn,rarely,single_word
PersonX rarely lets PersonY's stay,PersonX lets PersonY's stay,trn,rarely,single_word
PersonX rarely takes PersonY's dog out,PersonX takes PersonY's dog out,trn,rarely,single_word
PersonX is rarely camping with PersonX's friends,PersonX is camping with PersonX's friends,trn,rarely,single_word
PersonX is rarely cleaning PersonY's apartment,PersonX is cleaning PersonY's apartment,trn,rarely,single_word
PersonX is rarely about to get married,PersonX is about to get married,trn,rarely,single_word
PersonX is rarely cleaning out PersonY's garage,PersonX is cleaning out PersonY's garage,trn,rarely,single_word
PersonX is rarely PersonY's boyfriend,PersonX is PersonY's boyfriend,trn,rarely,single_word
PersonX is rarely driving PersonY nuts,PersonX is driving PersonY nuts,trn,rarely,single_word
PersonX is rarely in the car with PersonY's mom,PersonX is in the car with PersonY's mom,trn,rarely,single_word
PersonX is rarely working on PersonY's car,PersonX is working on PersonY's car,trn,rarely,single_word
PersonX is rarely on vacation at the beach,PersonX is on vacation at the beach,trn,rarely,single_word
PersonX is rarely going to kill PersonY,PersonX is going to kill PersonY,trn,rarely,single_word
PersonX is rarely at PersonY's desk,PersonX is at PersonY's desk,trn,rarely,single_word
PersonX is rarely very mean to PersonY,PersonX is very mean to PersonY,trn,rarely,single_word
PersonX is rarely tired from work,PersonX is tired from work,trn,rarely,single_word
PersonX is rarely difficult for PersonY,PersonX is difficult for PersonY,trn,rarely,single_word
PersonX is rarely happy for PersonY,PersonX is happy for PersonY,trn,rarely,single_word
PersonX is rarely at the mall with PersonY's friends,PersonX is at the mall with PersonY's friends,trn,rarely,single_word
PersonX is rarely kind to PersonY,PersonX is kind to PersonY,trn,rarely,single_word
PersonX refuses to see PersonY sign,PersonX sees PersonY sign,trn,refuse,verb
PersonX refuses to grind PersonY's hips,PersonX grinds PersonY's hips,trn,refuse,verb
PersonX refuses to see PersonY's way,PersonX sees PersonY's way,trn,refuse,verb
PersonX refuses to become a police officer,PersonX becomes a police officer,trn,refuse,verb
PersonX refuses to choose PersonY,PersonX chooses PersonY,trn,refuse,verb
PersonX refuses to make PersonY image,PersonX makes PersonY image,trn,refuse,verb
PersonX refuses to move PersonY's arm,PersonX moves PersonY's arm,trn,refuse,verb
PersonX refuses to pull the trigger,PersonX pulls the trigger,trn,refuse,verb
PersonX refuses to hop into PersonY's car,PersonX hops into PersonY's car,trn,refuse,verb
PersonX refuses to learn to read,PersonX learns to read,trn,refuse,verb
PersonX refuses to drive down the street,PersonX drives down the street,trn,refuse,verb
PersonX refuses to hire a private investigator,PersonX hires a private investigator,trn,refuse,verb
PersonX refuses to grab PersonY's bag,PersonX grabs PersonY's bag,trn,refuse,verb
PersonX refuses to own PersonX's own business,PersonX owns PersonX's own business,trn,refuse,verb
PersonX refuses to let PersonX's play,PersonX lets PersonX's play,trn,refuse,verb
PersonX refuses to play hide and seek,PersonX plays hide and seek,trn,refuse,verb
PersonX refuses to decide to throw a party,PersonX decides to throw a party,trn,refuse,verb
PersonX refuses to meet PersonX's mom,PersonX meets PersonX's mom,trn,refuse,verb
PersonX refuses to make the football team,PersonX makes the football team,trn,refuse,verb
PersonX refuses to go beyond the scope,PersonX goes beyond the scope,trn,refuse,verb
PersonX refuses to call on PersonY,PersonX calls on PersonY,trn,refuse,verb
PersonX refuses to press PersonY's mouth,PersonX presses PersonY's mouth,trn,refuse,verb
PersonX refuses to bring PersonY to trial,PersonX brings PersonY to trial,trn,refuse,verb
PersonX refuses to call PersonY's friend,PersonX calls PersonY's friend,trn,refuse,verb
PersonX refuses to make PersonY money,PersonX makes PersonY money,trn,refuse,verb
PersonX refuses to bring PersonX's daughter,PersonX brings PersonX's daughter,trn,refuse,verb
PersonX refuses to find one on ebay,PersonX finds one on ebay,trn,refuse,verb
PersonX refuses to give PersonY's hand,PersonX gives PersonY's hand,trn,refuse,verb
PersonX refuses to call PersonY later,PersonX calls PersonY later,trn,refuse,verb
PersonX refuses to rid with PersonY,PersonX rides with PersonY,trn,refuse,verb
PersonX refuses to stress PersonY out,PersonX stresses PersonY out,trn,refuse,verb
PersonX refuses to take PersonY's son out,PersonX takes PersonY's son out,trn,refuse,verb
PersonX refuses to follow the doctor's advice,PersonX follows the doctor's advice,trn,refuse,verb
PersonX refuses to buy PersonY a drink,PersonX buys PersonY a drink,trn,refuse,verb
PersonX refuses to mess with PersonY,PersonX messes with PersonY,trn,refuse,verb
PersonX refuses to buy a new sofa,PersonX buys a new sofa,trn,refuse,verb
PersonX refuses to want PersonY to leave,PersonX wants PersonY to leave,trn,refuse,verb
PersonX refuses to wet PersonY's lips,PersonX wets PersonY's lips,trn,refuse,verb
PersonX refuses to admire PersonY's work,PersonX admires PersonY's work,trn,refuse,verb
PersonX refuses to get out of PersonY's car,PersonX gets out of PersonY's car,trn,refuse,verb
PersonX refuses to rid the bus home,PersonX rids the bus home,trn,refuse,verb
PersonX refuses to find PersonY's lost dog,PersonX finds PersonY's lost dog,trn,refuse,verb
PersonX refuses to bring PersonY to the hospital,PersonX brings PersonY to the hospital,trn,refuse,verb
PersonX refuses to write the story,PersonX writes the story,trn,refuse,verb
PersonX refuses to pay PersonX's friend,PersonX pays PersonX's friend,trn,refuse,verb
PersonX refuses to take a shortcut,PersonX takes a shortcut,trn,refuse,verb
PersonX refuses to save PersonY the trouble,PersonX saves PersonY the trouble,trn,refuse,verb
PersonX refuses to come to PersonY,PersonX comes to PersonY,trn,refuse,verb
PersonX refuses to invite all PersonY's friends,PersonX invites all PersonY's friends,trn,refuse,verb
PersonX refuses to take PersonX's hand in PersonZ's,PersonX takes PersonX's hand in PersonZ's,trn,refuse,verb
PersonX refuses to go to the bar with friends,PersonX goes to the bar with friends,trn,refuse,verb
PersonX refuses to get PersonY a present,PersonX gets PersonY a present,trn,refuse,verb
PersonX refuses to read PersonY the riot act,PersonX reads PersonY the riot act,trn,refuse,verb
PersonX refuses to give PersonY a chance,PersonX gives PersonY a chance,trn,refuse,verb
PersonX refuses to buy PersonY's groceries,PersonX buys PersonY's groceries,trn,refuse,verb
PersonX refuses to help PersonY's study,PersonX helps PersonY's study,trn,refuse,verb
PersonX refuses to have PersonX's hand out,PersonX has PersonX's hand out,trn,refuse,verb
PersonX refuses to get into PersonY's car,PersonX gets into PersonY's car,trn,refuse,verb
PersonX refuses to play a game of basketball,PersonX plays a game of basketball,trn,refuse,verb
PersonX refuses to represent PersonY's interests,PersonX represents PersonY's interests,trn,refuse,verb
PersonX refuses to receive treatment,PersonX receives treatment,trn,refuse,verb
PersonX refuses to persuade PersonY to join,PersonX persuades PersonY to join,trn,refuse,verb
PersonX refuses to drive two hours,PersonX drives two hours,trn,refuse,verb
PersonX refuses to invite PersonY to come,PersonX invites PersonY to come,trn,refuse,verb
PersonX refuses to play beach volleyball,PersonX plays beach volleyball,trn,refuse,verb
PersonX refuses to go to the zoo with PersonY's family,PersonX goes to the zoo with PersonY's family,trn,refuse,verb
PersonX refuses to leave a bad review,PersonX leaves a bad review,trn,refuse,verb
PersonX refuses to give PersonY's flowers,PersonX gives PersonY's flowers,trn,refuse,verb
PersonX refuses to get a girlfriend,PersonX gets a girlfriend,trn,refuse,verb
PersonX resists giving PersonY another chance,PersonX gives PersonY another chance,trn,resist,verb
PersonX resists throwing it at PersonY,PersonX throws it at PersonY,trn,resist,verb
PersonX resists reprimanding PersonY,PersonX reprimands PersonY,trn,resist,verb
PersonX resists asking PersonY to the dance,PersonX asks PersonY to the dance,trn,resist,verb
PersonX resists giving PersonY employment,PersonX gives PersonY employment,trn,resist,verb
PersonX resists grabbing PersonY's backpack,PersonX grabs PersonY's backpack,trn,resist,verb
PersonX resists hiding eggs,PersonX hides eggs,trn,resist,verb
PersonX resists cooking chicken,PersonX cooks chicken,trn,resist,verb
PersonX resists kissing PersonY's forehead,PersonX kisses PersonY's forehead,trn,resist,verb
PersonX resists giving PersonY the best,PersonX gives PersonY the best,trn,resist,verb
PersonX resists baking a pie,PersonX bakes a pie,trn,resist,verb
PersonX resists asking PersonX why,PersonX asks PersonX why,trn,resist,verb
